"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","SERP impressions","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"заказать еду по почте","2019-07-01 - 2019-09-09","1.00","0.00","0.00","15.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"заказ готовой еды на дом киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"вкусные блинные в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"самые вкусные пельмени киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"доставка на дом еды","2019-07-01 - 2019-09-09","1.00","0.00","0.00","18.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","18.00",""
"что заказать обеды в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"пельмени вкусные киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"заказать пасту на дом киров","2019-07-01 - 2019-09-09","1.00","1.00","100.00","6.00","6.00","0.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"доставка роллы динары","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"роллы и пицца заказ","2019-07-01 - 2019-09-09","1.00","0.00","0.00","16.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","16.00",""
"заказать вкусную еду в офис киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","14.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"лапша для удона купить киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"сырный кусок на ленина спортивный","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"заказать лапшу wok на дом","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"пиво калинина 40","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"заказать еду вкусную киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"до скольки работает суп киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"киров доставка блюд","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"заказать роллы на дом в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","27.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","27.00",""
"заказать доставку закусок","2019-07-01 - 2019-09-09","1.00","0.00","0.00","1.00","","0.00","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"доставка наггетсов киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"еды43","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"пельмени с доставкой","2019-07-01 - 2019-09-09","1.00","1.00","100.00","2.00","2.00","0.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"заказать еду на дом кировская область","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"калинина 40 одежда","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"киров купить чебуреки","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"вкусная доставка еды киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","15.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"пельменные в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","10.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"чизкейки на ленина киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","15.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"чебуреки кировский район","2019-07-01 - 2019-09-09","1.00","0.00","0.00","14.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"чебуреки киров заказать","2019-07-01 - 2019-09-09","1.00","1.00","100.00","2.00","2.00","0.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"г.киров.калинина 40 детское кафе","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"купить китайскую лапшу в коробочках в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","14.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"заказать еду киров роллы + пицца","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"чизкейк на заказ киров в твоём стиле","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"шаромовка киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","4.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"киров доставка десерто","2019-07-01 - 2019-09-09","1.00","1.00","100.00","3.00","3.00","0.00","0.00","0.00","","1.00","1.00","100.00","3.00","3.00","0.00","0.00","","","","0.00","0.00","","",""
"готовая еда киров доставка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"магазины салат киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"доставка еды киров от 200","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"азиатский суп доставка киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"картошка фри киров доставка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"заказать китайская лапша киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"сырный суп киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"сайты заказа еды на дом","2019-07-01 - 2019-09-09","1.00","0.00","0.00","10.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"пицца киров доставка до 00","2019-07-01 - 2019-09-09","1.00","0.00","0.00","16.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","16.00",""
"где купить чизкейк в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"цезарь доставка еды киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"где можно купить пельмени поломские","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"вызов еды на дом киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","14.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"готовый суп купить в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"shymovka43.ru","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"супы доставка киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"пельмени полячок киров где купить","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"вкусно пицца меню","2019-07-01 - 2019-09-09","1.00","0.00","0.00","1.00","","0.00","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"где купить и пельмени пижанские","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"пельмени кмк","2019-07-01 - 2019-09-09","1.00","0.00","0.00","11.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"роллы в кирове с доставкой","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"супчик заказ еды","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"детское меню в пиццерии","2019-07-01 - 2019-09-09","1.00","0.00","0.00","10.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"чебуреки те самые доставка киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"пельмени в макси г. киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","4.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"жакоб белькомет пельмени купить","2019-07-01 - 2019-09-09","1.00","0.00","0.00","6.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"кафе на калинина 40","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"сайт 43 еду кировская область","2019-07-01 - 2019-09-09","1.00","0.00","0.00","40.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","40.00",""
"заказать еды","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"заказ обеда","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"узбекские чебуреки на центрального рынка г. киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","9.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"быстрая доставка горячего супа","2019-07-01 - 2019-09-09","1.00","1.00","100.00","1.00","1.00","0.00","1.00","1.00","100.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"кафе шумовка киров ип","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"доставкаоййки","2019-07-01 - 2019-09-09","1.00","0.00","0.00","8.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"блинная шумовка","2019-07-01 - 2019-09-09","1.00","0.00","0.00","3.00","","0.00","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"заказать лапшу удон","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"доставки лапши в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"киров заказать салаты","2019-07-01 - 2019-09-09","1.00","0.00","0.00","5.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"вятский чебурек меню акции","2019-07-01 - 2019-09-09","1.00","0.00","0.00","7.00","","0.00","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"шумовка трапеза","2019-07-01 - 2019-09-09","1.00","0.00","0.00","2.00","","0.00","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"чебуреки на московском проспекте в кирове","2019-07-01 - 2019-09-09","1.00","0.00","0.00","13.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"чебуречная 43 киров","2019-07-01 - 2019-09-09","1.00","0.00","0.00","12.00","","0.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
